[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | INFO: Tag[ route_check ] --START--
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.022001s ]
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022001s ]
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | INFO: Tag[ view_filter ] --START--
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | INFO: Tag[ view_end ] --START--
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Login/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.002001s ]
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.002001s ]
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Common/verify | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2015-02-12T18:28:59+08:00 ] /changexxx/index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | INFO: Tag[ route_check ] --START--
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | INFO: Tag[ app_begin ] --START--
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8] Undefined variable: count IndexAction.class.php 第 17 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8] Undefined variable: news_list IndexAction.class.php 第 19 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8] Undefined variable: show IndexAction.class.php 第 20 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | INFO: Tag[ view_template ] --START--
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | INFO: Tag[ view_parse ] --START--
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-02-12T18:29:03+08:00 ] /changexxx/index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
